16 36
0 1
0 5
0 4
0 7
0 11
0 6
0 0
1 2
1 8
1 15
1 6
1 9
2 3
2 13
2 9
2 14
2 10
3 4
3 13
4 5
4 13
5 6
5 15
6 7
6 11
6 9
7 8
7 15
7 11
8 9
9 10
10 11
11 12
12 13
12 15
13 13
0 1
0 4
0 12
0 9
0 3
0 14
1 2
1 10
1 9
1 6
1 13
1 14
2 3
2 9
3 4
3 15
3 10
4 5
4 6
4 8
4 15
4 9
5 6
5 12
5 10
6 7
7 8
8 9
8 10
9 10
10 11
10 15
11 12
12 13
12 14
13 14
0 1
0 3
0 7
0 2
0 13
1 2
1 12
1 15
1 10
2 3
2 11
3 4
3 14
3 6
3 7
4 5
4 12
4 8
4 6
5 6
5 7
6 7
7 8
7 10
7 13
7 9
8 9
8 10
9 10
9 15
10 11
10 13
11 12
12 13
12 15
13 15
0 1
0 13
0 12
1 2
1 9
2 3
2 8
2 13
2 11
2 5
3 4
3 7
4 5
4 4
4 7
5 6
5 9
5 13
6 7
6 11
6 10
7 8
7 9
7 10
8 9
8 12
8 14
9 10
9 9
10 11
10 15
11 12
11 11
12 13
12 15
14 15
0 1
0 7
0 11
0 13
1 2
1 3
1 10
1 11
2 3
2 10
3 4
3 15
4 5
4 8
4 14
4 12
4 6
4 10
5 6
5 15
6 7
6 8
6 10
7 8
7 11
7 15
8 9
9 10
9 12
9 11
10 11
10 15
11 12
11 11
12 13
12 14
