21 53
0 1
0 14
0 15
0 6
0 11
0 3
1 2
1 16
1 17
1 13
1 1
2 3
3 4
3 5
3 6
4 5
4 6
4 7
4 9
4 18
5 6
5 8
5 11
6 7
6 19
6 20
6 18
6 16
7 8
7 14
8 9
8 14
8 11
8 16
9 10
9 19
9 11
9 15
10 11
11 12
11 15
11 18
12 13
12 16
13 14
13 15
14 15
15 16
16 17
16 18
17 18
18 19
19 20
0 1
0 10
1 2
1 20
1 19
2 3
2 17
2 15
3 4
3 10
3 20
4 5
4 18
4 11
4 10
5 6
5 19
5 9
5 12
6 7
6 12
6 14
7 8
7 18
7 15
7 9
8 9
8 19
8 14
8 18
8 16
8 10
8 17
9 10
10 11
10 16
10 18
10 17
10 12
11 12
11 17
12 13
12 14
12 20
13 14
13 16
14 15
15 16
15 20
16 17
16 18
16 19
17 18
0 1
0 19
0 11
0 2
0 6
1 2
1 3
1 20
1 10
2 3
2 5
2 13
2 6
3 4
3 8
3 9
4 5
5 6
5 9
5 7
5 5
5 11
6 7
6 14
7 8
7 17
7 13
7 10
7 18
8 9
8 17
8 10
9 10
9 12
9 20
10 11
10 13
10 19
11 12
12 13
12 20
13 14
13 16
13 18
14 15
14 20
15 16
15 20
15 17
16 17
16 20
17 18
17 20
