16 66
0 1
0 12
0 7
0 8
0 5
0 4
0 3
0 10
1 2
1 3
1 9
1 13
1 5
2 3
2 5
2 4
2 9
2 8
2 13
2 15
2 6
3 4
3 9
3 6
3 14
3 12
4 5
4 10
4 7
4 11
4 9
4 6
4 4
4 12
5 6
5 8
5 12
5 13
5 11
5 14
6 7
6 13
6 12
6 11
7 8
7 12
7 13
7 11
7 7
7 14
8 9
8 15
8 13
8 10
8 11
9 10
9 13
9 15
9 11
10 11
10 15
11 12
12 13
12 14
13 15
15 15
0 1
0 6
0 7
0 12
0 13
0 3
0 10
0 4
1 2
1 8
1 3
1 14
1 10
1 4
2 3
2 6
2 14
2 13
2 4
2 15
2 8
2 12
3 4
3 6
3 13
3 8
3 5
3 11
3 12
4 5
4 11
4 8
4 12
4 15
5 6
5 15
5 14
5 10
5 9
5 12
6 7
6 9
6 10
6 12
6 14
6 8
7 8
7 10
7 12
8 9
8 10
8 11
9 10
9 12
9 15
9 9
10 11
10 10
10 15
11 12
11 11
11 13
12 13
12 12
13 14
14 15
