16 85
0 1
0 5
0 3
0 8
0 2
0 4
0 13
0 14
0 7
1 2
1 14
1 9
1 4
1 12
1 8
1 5
1 13
1 7
1 10
2 3
2 10
2 5
2 15
2 12
2 7
2 11
2 4
3 4
3 3
3 12
3 13
3 10
3 5
4 5
4 13
4 11
4 12
4 10
4 14
4 15
4 8
5 6
5 12
5 14
5 7
5 15
5 13
5 10
6 7
6 11
6 9
6 8
6 15
6 14
6 6
7 8
7 14
7 12
7 9
7 10
8 9
8 8
8 14
8 13
8 12
8 15
9 10
9 13
10 11
10 12
10 14
10 13
11 12
11 13
11 11
12 13
12 14
12 15
12 12
13 15
13 13
13 14
14 14
14 15
15 15
0 1
0 2
0 10
0 15
0 4
0 9
0 11
0 0
0 7
0 13
0 3
0 6
1 2
1 5
1 3
1 8
1 15
2 3
2 12
2 11
2 5
2 7
2 10
2 9
2 15
3 4
3 9
3 5
3 7
3 8
3 13
3 14
3 12
3 10
4 5
4 9
4 6
4 13
4 12
4 14
4 15
4 11
4 10
4 8
4 7
5 6
5 8
5 14
5 13
5 7
5 11
5 10
6 7
6 12
6 13
6 9
6 8
6 10
6 11
7 8
7 12
7 11
7 14
8 9
8 12
8 8
8 15
9 10
9 14
9 13
10 11
10 13
10 15
10 14
11 12
11 13
11 14
11 15
12 13
12 14
12 12
13 15
13 14
14 15
14 14
