21 54
0 1
0 15
0 19
0 10
0 2
0 0
1 2
1 5
1 11
2 3
2 18
2 9
2 12
2 16
3 4
3 13
3 16
3 6
3 9
4 5
4 20
5 6
5 9
5 13
5 10
5 16
5 8
6 7
6 13
7 8
7 11
7 20
8 9
9 10
9 12
9 11
9 13
10 11
10 20
11 12
12 13
12 17
12 19
13 14
13 17
13 13
13 19
14 15
15 16
16 17
16 19
17 18
18 20
18 19
0 1
0 4
0 13
0 19
0 6
0 5
1 2
1 4
1 9
1 10
2 3
2 11
2 10
2 4
2 19
3 4
3 6
3 15
3 19
3 8
4 5
4 17
4 14
4 16
5 6
5 16
5 20
6 7
6 18
6 16
7 8
7 17
7 11
7 14
7 19
8 9
8 18
9 10
10 11
10 19
11 12
11 14
11 18
12 13
12 15
13 14
13 17
14 15
14 18
15 16
16 17
16 18
17 18
19 20
0 1
0 15
0 2
0 5
0 19
0 18
1 2
1 9
1 19
1 4
1 15
1 11
2 3
2 15
2 7
3 4
3 7
3 20
3 11
3 9
3 16
4 5
4 7
4 15
4 11
5 6
5 8
5 20
6 7
6 9
6 17
6 8
6 13
7 8
7 10
8 9
9 10
9 18
10 11
10 19
11 12
12 13
12 19
12 14
13 14
13 20
14 15
15 16
15 19
15 17
16 17
16 19
17 18
19 20
0 1
0 6
0 0
0 8
0 20
0 3
0 16
1 2
1 9
1 3
1 8
1 12
1 16
1 10
2 3
2 18
2 15
2 13
3 4
3 11
4 5
4 9
4 6
5 6
5 11
5 7
5 20
5 8
6 7
6 18
6 12
6 9
7 8
7 20
8 9
8 15
8 14
9 10
9 12
9 17
9 15
10 11
11 12
11 17
11 11
12 13
12 17
13 14
13 16
14 15
15 16
16 17
17 18
17 19
