21 142
0 1
0 2
0 15
0 4
0 9
0 3
0 12
0 16
0 10
0 7
0 5
0 6
0 13
0 14
0 20
1 2
1 19
1 7
1 6
1 8
1 14
1 16
1 5
1 1
1 18
1 9
2 3
2 18
2 6
2 11
2 4
2 19
2 10
2 15
2 2
2 7
2 14
2 5
2 13
3 4
3 19
3 5
3 7
3 16
3 12
3 9
3 11
3 17
3 10
3 8
3 20
3 6
4 5
4 9
4 15
4 6
4 10
4 18
5 6
5 18
5 15
5 7
5 20
5 8
5 19
5 12
5 14
5 11
6 7
6 11
6 12
6 13
6 14
6 20
6 19
6 15
6 17
6 10
7 8
7 13
7 18
7 17
7 11
7 7
7 19
7 12
8 9
8 11
8 15
8 14
8 12
8 13
8 19
8 17
9 10
9 18
9 12
9 14
9 17
9 13
9 19
10 11
10 16
10 19
10 18
10 12
10 14
11 12
11 18
11 20
11 19
11 16
11 17
11 15
11 14
12 13
12 15
12 16
12 20
12 18
13 14
13 18
13 19
13 16
14 15
14 17
14 18
14 14
14 19
14 16
15 16
15 20
15 19
15 18
15 17
16 17
16 20
17 18
17 17
18 20
18 19
19 20
0 1
0 14
0 3
0 16
0 19
0 9
0 5
0 12
0 2
0 20
0 4
1 2
1 12
1 17
1 6
1 14
1 18
1 5
1 9
1 15
1 10
1 8
1 3
1 20
2 3
2 19
2 13
2 15
2 6
2 20
2 14
2 17
2 16
2 7
2 8
2 11
3 4
3 13
3 14
3 20
3 19
3 15
3 18
3 17
3 11
3 8
3 7
3 16
3 3
3 9
4 5
4 11
4 7
4 14
4 10
4 6
4 17
4 18
4 8
5 6
5 13
5 15
5 11
5 16
5 14
5 17
6 7
6 19
6 10
6 20
6 18
6 16
6 17
6 8
6 14
6 11
6 6
7 8
7 15
7 18
7 11
7 19
7 20
7 14
7 16
7 13
8 9
8 20
8 17
8 14
8 19
8 12
8 15
8 18
9 10
9 19
9 20
9 13
9 9
9 12
9 14
9 18
9 16
9 17
9 15
10 11
10 14
10 16
10 19
10 13
10 20
10 18
10 17
10 12
11 12
11 14
11 16
11 17
12 13
12 19
12 12
12 15
13 14
13 19
13 15
13 16
13 17
14 15
14 19
15 16
15 18
15 20
16 17
16 16
16 18
16 19
17 18
17 19
17 20
18 20
19 19
20 20
0 1
0 16
0 17
0 3
0 19
0 20
0 14
0 9
0 12
0 10
0 18
0 2
1 2
1 3
1 5
1 7
1 9
1 18
1 4
1 6
1 8
1 19
1 13
1 12
1 1
2 3
2 8
2 15
2 14
2 7
2 19
2 16
2 20
2 9
3 4
3 14
3 3
3 17
3 15
3 16
3 9
3 6
3 19
3 18
3 8
3 11
3 7
4 5
4 6
4 7
4 10
4 15
4 14
4 17
4 11
4 19
4 12
4 20
5 6
5 11
5 20
5 16
5 5
5 10
5 12
5 13
5 18
5 9
5 7
5 14
6 7
6 18
6 13
6 16
6 14
6 12
6 19
6 17
6 20
7 8
7 9
7 16
7 13
7 20
7 12
8 9
8 16
8 20
8 12
8 13
8 10
8 15
9 10
9 19
9 17
9 13
9 16
9 15
9 20
9 11
9 18
10 11
10 12
10 17
10 14
10 18
11 12
11 19
11 17
11 20
11 13
11 15
11 16
12 13
12 14
12 19
12 16
12 12
13 14
13 13
13 16
14 15
14 16
14 17
14 19
14 20
14 14
15 16
15 18
15 19
15 17
16 17
16 20
16 19
17 18
17 20
17 19
18 18
18 19
18 20
19 19
20 20
