16 92
0 1
0 15
0 10
0 11
0 6
0 2
0 3
0 5
0 4
0 8
0 12
0 14
0 9
1 2
1 9
1 5
1 7
1 11
1 6
1 12
1 13
1 8
1 15
1 10
2 3
2 4
2 8
2 10
2 11
2 9
2 6
2 12
2 5
2 14
3 4
3 10
3 13
3 7
3 15
3 9
3 14
3 11
4 5
4 13
4 7
4 12
4 8
4 14
4 10
4 11
5 6
5 10
5 8
5 9
5 7
5 12
5 14
5 15
6 7
6 10
6 8
6 15
6 12
6 9
6 14
6 11
7 8
7 13
7 14
7 12
7 15
7 9
8 9
8 10
8 11
8 13
8 12
9 10
9 15
9 14
9 13
9 11
9 12
10 11
10 13
10 15
10 12
11 12
11 15
12 13
12 15
13 14
0 1
0 13
0 9
0 4
0 6
0 2
0 15
0 7
0 3
0 14
0 5
0 10
0 12
1 2
1 13
1 4
1 7
1 9
1 6
1 8
1 14
1 10
2 3
2 15
2 11
2 12
2 6
2 8
2 5
2 10
2 14
2 9
2 7
3 4
3 8
3 15
3 10
3 11
3 9
3 6
3 14
3 5
3 7
3 13
4 5
4 14
4 10
4 12
4 15
4 7
4 8
4 11
5 6
5 9
5 7
5 11
5 8
5 15
5 10
5 12
6 7
6 13
6 12
6 9
6 15
6 8
7 8
7 15
7 11
7 9
7 13
8 9
8 11
8 10
8 15
8 12
9 10
9 13
9 14
9 11
10 11
10 13
10 14
11 12
11 15
11 13
12 13
12 14
12 15
13 15
13 14
14 15
