16 38
0 1
0 7
0 14
0 15
0 3
1 2
1 4
1 10
1 8
2 3
2 12
2 6
3 4
3 5
4 5
5 6
5 7
5 12
5 14
5 8
6 7
6 11
6 8
7 8
7 14
7 11
8 9
8 13
8 11
9 10
10 11
10 14
10 15
11 12
11 13
12 13
12 15
12 14
0 1
0 14
0 4
0 2
0 12
1 2
1 14
1 11
1 6
2 3
2 10
3 4
3 7
3 12
4 5
4 7
4 11
5 6
5 11
5 7
6 7
6 12
6 14
7 8
7 10
7 14
8 9
8 10
9 10
10 11
10 12
11 12
11 15
11 14
12 13
12 14
12 15
13 15
0 1
0 11
0 6
0 5
0 7
0 9
1 2
1 9
1 14
1 8
2 3
2 13
3 4
3 6
3 8
3 14
4 5
4 10
4 9
4 6
5 6
5 12
5 7
6 7
7 8
8 9
9 10
9 12
9 13
10 11
10 14
10 12
10 13
11 12
11 13
12 13
12 15
13 14
