21 49
0 1
0 20
0 2
0 14
0 10
1 2
1 13
1 8
1 5
1 9
2 3
2 11
2 14
3 4
3 15
3 12
4 5
4 6
4 18
4 16
5 6
5 20
6 7
6 8
6 11
6 15
7 8
7 10
7 20
7 19
8 9
8 11
9 10
9 19
9 14
10 11
10 17
11 12
12 13
12 17
12 18
13 14
14 15
14 19
15 16
15 19
16 17
16 19
17 18
0 1
0 15
0 14
0 4
1 2
1 16
1 4
1 18
2 3
3 4
3 14
3 17
4 5
4 6
5 6
5 12
5 9
5 15
6 7
6 12
6 8
7 8
7 11
8 9
8 13
8 20
8 18
9 10
9 20
9 14
9 16
10 11
10 15
11 12
11 18
12 13
12 17
12 14
13 14
13 20
13 16
14 15
14 17
15 16
15 20
16 17
16 20
17 18
18 19
0 1
0 19
0 17
0 5
1 2
1 6
1 3
1 4
2 3
2 9
2 10
2 12
3 4
3 12
3 7
3 19
4 5
4 17
4 7
5 6
6 7
6 8
6 16
7 8
7 13
7 17
7 20
7 18
8 9
8 20
9 10
9 17
9 14
9 13
10 11
10 14
10 17
10 16
11 12
12 13
12 19
13 14
13 18
14 15
14 19
15 16
16 17
16 20
17 18
