21 51
0 1
0 18
0 16
1 2
1 18
1 16
1 19
1 17
1 13
2 3
2 18
2 10
3 4
3 18
3 10
3 11
4 5
4 14
4 9
5 6
5 13
5 8
6 7
7 8
7 10
7 19
8 9
8 12
8 20
9 10
9 15
9 20
9 19
10 11
10 13
11 12
11 15
11 18
11 17
12 13
12 19
13 14
13 15
13 17
13 20
14 15
15 16
15 17
16 17
17 18
17 20
0 1
0 19
0 15
1 2
1 14
1 18
1 16
2 3
2 15
2 12
3 4
3 14
3 15
3 11
4 5
4 10
4 20
4 18
5 6
5 12
5 8
5 18
6 7
6 15
6 11
7 8
7 19
7 16
8 9
8 15
8 13
9 10
9 19
9 15
9 18
10 11
10 20
11 12
11 13
11 20
12 13
12 16
12 15
13 14
13 19
14 15
15 16
15 20
16 17
16 18
17 18
0 1
0 4
0 15
0 18
0 3
1 2
1 15
1 9
1 5
2 3
2 16
2 20
2 14
3 4
3 20
3 15
4 5
4 13
4 11
4 16
5 6
5 14
5 16
5 11
6 7
6 12
6 20
7 8
8 9
8 10
8 11
8 13
9 10
9 12
10 11
10 20
11 12
11 14
11 19
12 13
12 19
12 20
12 16
13 14
13 20
14 15
15 16
15 19
16 17
16 18
17 18
